English,Japanese,Industry,TSE,Exchange,Source
Nissei ASB Machine Co. Ltd.,,Industrial Machinery,6284,XTKS,1WSJ
Nissei Corp.,,Industrial Machinery,6271,XTKS,1WSJ
Nissei Plastic Industrial Co. Ltd.,,Industrial Machinery,6293,XTKS,1WSJ
Nissha Co. Ltd.,,Industrial Products,7915,XTKS,1WSJ
Nisshin Group Holdings Co. Ltd.,,Real Estate Developers,8881,XTKS,1WSJ
Nisshin OilliO Group Ltd.,,Food Products,2602,XTKS,1WSJ
Nisshin Seifun Group Inc.,,Food Products,2002,XTKS,1WSJ
Nisshin Steel,日新製鋼株式会社,,5407,,2WIKI
Nisshinbo Holdings,日清紡ホールディングス株式会社,,3105,,2WIKI
Nissin Corp.,,Transportation Services,9066,XTKS,1WSJ
Nissin Electric,日新電機株式会社,,6641,,2WIKI
Nissin Foods,日清食品株式会社,,2897,,2WIKI
Nissin Kogyo,日信工業株式会社,,7230,,2WIKI
Nissin Shoji Co. Ltd.,,Diversified Holding Companies,7490,XTKS,1WSJ
Nissin Sugar Co. Ltd.,,Food Products,2117,XTKS,1WSJ
Nisso Corp.,,Employment/Training Services,6569,XTKS,1WSJ
Nissou Co. Ltd.,,,1444,XNGO,1WSJ
Nissui Pharmaceutical Co. Ltd.,,Pharmaceuticals,4550,XTKS,1WSJ
Nitchitsu Co. Ltd.,,Industrial Machinery,7021,XTKS,1WSJ
Nitcho Corp.,,Industrial Machinery,2961,XTKS,1WSJ
Nitori Holdings Co. Ltd.,,Home Goods Retail,9843,XTKS,1WSJ
Nitta Corp.,,Industrial Machinery,5186,XTKS,1WSJ
Nitta Gelatin Inc.,,Chemicals,4977,XTKS,1WSJ
Nittan Valve Co. Ltd.,,Motor Vehicle Parts,6493,XTKS,1WSJ
Nittetsu Mining Co. Ltd.,,General Mining,1515,XTKS,1WSJ
Nitto Boseki,日東紡績株式会社,,3110,,2WIKI
Nitto Denko,日東電工株式会社,,6988,,2WIKI
Nitto Fuji Flour Milling Co. Ltd.,,Food Products,2003,XTKS,1WSJ
Nitto Kako Co. Ltd.,,Chemicals,5104,XTKS,1WSJ
Nitto Kogyo Corp.,,Industrial Electronics,6651,XTKS,1WSJ
Nitto Kohki Co. Ltd.,,Industrial Machinery,6151,XTKS,1WSJ
Nitto Seiko Co. Ltd.,,Industrial Products,5957,XTKS,1WSJ
Nitto Seimo Co. Ltd.,,Industrial Products,3524,XTKS,1WSJ
Nittoc Construction Co. Ltd.,,Construction,1929,XTKS,1WSJ
Nittoh Corp.,,Construction,1738,XNGO,1WSJ
Nix Inc.,,Industrial Products,4243,XJAS,1WSJ
Nlinks Co. Ltd.,,Diversified Business Services,6578,XTKS,1WSJ
Noda Corp.,,Building Materials/Products,7879,XTKS,1WSJ
Noevir Holdings Co. Ltd.,,Personal Care Products/Appliances,4928,XTKS,1WSJ
Nohmi Bosai Ltd.,,General Services,6744,XTKS,1WSJ
Nojima Corp.,,Home Goods Retail,7419,XTKS,1WSJ
Nomura Co. Ltd.,,Diversified Business Services,9716,XTKS,1WSJ
Nomura Corp.,,Containers/Packaging,7131,XTKS,1WSJ
Nomura Holdings,野村ホールディングス株式会社,,8604,,2WIKI
Nomura Micro Science Co. Ltd.,,Industrial Machinery,6254,XTKS,1WSJ
Nomura Real Estate Holdings Inc.,,Real Estate Developers,3231,XTKS,1WSJ
Nomura Real Estate Master Fund Inc.,,Industrial/Office REITs,3462,XTKS,1WSJ
Nomura Research Institute,野村総合研究所,,4307,,2WIKI
Nomura System Corp. Co. Ltd.,,Software,3940,XTKS,1WSJ
Noritake,株式会社ノリタケカンパニーリミテド,,5331,,2WIKI
Noritz Corp.,,Building Materials/Products,5943,XTKS,1WSJ
North Pacific Bank Ltd.,,Banking,8524,XTKS,1WSJ
Nousouken Corp.,,Farming,3541,XTKS,1WSJ
Nozaki Insatsu Shigyo Co. Ltd.,,Printing,7919,XTKS,1WSJ
Nozawa Corp.,,Building Materials/Products,5237,XTKS,1WSJ
O'Will Corp.,,Food Retail,3143,XTKS,1WSJ
O-Well Corp.,,Building Materials/Products,7670,XTKS,1WSJ
OAT Agrio Co. Ltd.,,Chemicals,4979,XTKS,1WSJ
ODK Solutions Co. Ltd.,,Software,3839,XTKS,1WSJ
OKK Corp.,,Industrial Machinery,6205,XTKS,1WSJ
OKUMA Corp.,,Industrial Machinery,6103,XTKS,1WSJ
OKWave Inc.,,Internet/Online,3808,XNGO,1WSJ
ONTSU Co. Ltd.,,Mixed Retailing,7647,XTKS,1WSJ
OPTiM Corp.,,Internet/Online,3694,XTKS,1WSJ
OS Co. Ltd.,,Real Estate Developers,9637,XTKS,1WSJ
OSG Corp.,,Industrial Machinery,6136,XTKS,1WSJ
OUG Holdings Inc.,,Food Retail,8041,XTKS,1WSJ
OYO Corp.,,Technical Services,9755,XTKS,1WSJ
Oak Capital Corp.,,Investment Advisors,3113,XTKS,1WSJ
Obara Group Inc.,,Precision Products,6877,XTKS,1WSJ
Obayashi Corp.,,Construction,1802,XTKS,1WSJ
Obic Business Consultants Co. Ltd.,,Software,4733,XTKS,1WSJ
Obic Co. Ltd.,,Computer Services,4684,XTKS,1WSJ
Ocean System Corp.,,Food Retail,3096,XJAS,1WSJ
Ochi Holdings Co. Ltd.,,Wholesalers,3166,XTKS,1WSJ
Odakyu Electric Railway,小田急電鉄株式会社,,9007,,2WIKI
Odawara Auto Machine Mfg. Co. Ltd.,,Computers/Consumer Electronics,7314,XJAS,1WSJ
Oenon Holdings Inc.,,Alcoholic Beverages/Drinks,2533,XTKS,1WSJ
Ogaki Kyoritsu Bank Ltd.,,Banking,8361,XTKS,1WSJ
Ohara Corporation,株式会社オハラ,,5218,,2WIKI
Ohashi Technica Inc.,,Wholesalers,7628,XTKS,1WSJ
Ohba Co. Ltd.,,Construction,9765,XTKS,1WSJ
Ohishi Sangyo Co. Ltd.,,Containers/Packaging,3943,XFKA,1WSJ
Ohizumi Mfg. Co. Ltd.,,Precision Products,6618,XTKS,1WSJ
Ohmori Co. Ltd.,,Construction,1844,XTKS,1WSJ
Ohsho Food Service Corp.,,Restaurants,9936,XTKS,1WSJ
Oie Sangyo Co. Ltd.,,Food Products,7481,XTKS,1WSJ
Oiles Corp.,,Industrial Machinery,6282,XTKS,1WSJ
Oisix Ra Daichi Inc.,,Food Retail,3182,XTKS,1WSJ
Oita Bank Ltd.,,Banking,8392,XTKS,1WSJ
Oizumi Corp.,,Gambling Industries,6428,XTKS,1WSJ
Oji Holdings Corp.,,Paper/Pulp,3861,XTKS,1WSJ
Okabe Co. Ltd.,,Building Materials/Products,5959,XTKS,1WSJ
Okada Aiyon Corp.,,Mobile Machinery,6294,XTKS,1WSJ
Okamoto Industries Inc.,,Industrial Products,5122,XTKS,1WSJ
Okamoto Machine Tool Works Ltd.,,Industrial Machinery,6125,XTKS,1WSJ
Okamura Corp.,,Furniture,7994,XTKS,1WSJ
Okano Valve Mfg. Co. Ltd.,,Industrial Machinery,6492,XTKS,1WSJ
Okasan Securities Group Inc.,,Securities,8609,XTKS,1WSJ
Okaya & Co. Ltd.,,Wholesalers,7485,XNGO,1WSJ
Okaya Electric Industries Co. Ltd.,,Industrial Electronics,6926,XTKS,1WSJ
Okayamaken Freight Transportation Co. Ltd.,,Trucking,9063,XTKS,1WSJ
Oki Electric Industry,沖電気工業株式会社,,6703,,2WIKI
Okinawa Electric Power Co. Inc.,,Electric Utilities,9511,XTKS,1WSJ
Okinawa Financial Group Inc.,,Banking,7350,XTKS,1WSJ
Okumura Corp.,,Construction,1833,XTKS,1WSJ
Okumura Engineering Corp.,,Industrial Products,6229,XTKS,1WSJ
Okura Industrial Co. Ltd.,,Chemicals,4221,XTKS,1WSJ
Olba Healthcare Holdings Inc.,,Medical Equipment/Supplies,2689,XTKS,1WSJ
Olympic Group Corp.,,Mixed Retailing,8289,XTKS,1WSJ
Olympus,オリンパス株式会社,,7733,,2WIKI
Omikenshi Co. Ltd.,,Clothing,3111,XTKS,1WSJ
Omni-Plus System Ltd.,,Industrial Products,7699,XTKS,1WSJ
Omron,オムロン株式会社,,6645,,2WIKI
OncoTherapy Science Inc.,,Pharmaceuticals,4564,XTKS,1WSJ
Oncolys BioPharma Inc.,,Biotechnology,4588,XTKS,1WSJ
Ondeck Co. Ltd.,,Investment Advisors,7360,XTKS,1WSJ
One Career Inc.,,Employment/Training Services,4377,XTKS,1WSJ
One REIT Inc.,,Industrial/Office REITs,3290,XTKS,1WSJ
Onkyo,オンキヨー株式会社,,6729,,2WIKI
Ono Pharmaceutical,小野薬品工業株式会社,,4528,,2WIKI
Ono Sokki Co. Ltd.,,Precision Products,6858,XTKS,1WSJ
Onoken Co. Ltd.,,Building Materials/Products,7414,XTKS,1WSJ
Onward Holdings Co. Ltd.,,Clothing,8016,XTKS,1WSJ
Ooedo Onsen REIT Investment Corp.,,Hotel/Lodging REITs,3472,XTKS,1WSJ
Oomitsu Co. Ltd.,,Food Retail,3160,XTKS,1WSJ
Open Door Inc.,,Internet/Online,3926,XTKS,1WSJ
Open House Group Co. Ltd.,,Real Estate Developers,3288,XTKS,1WSJ
Optex Group Co. Ltd.,,Precision Products,6914,XTKS,1WSJ
Optimus Group Co. Ltd.,,Wholesalers,9268,XTKS,1WSJ
Optorun Co. Ltd.,,Industrial Machinery,6235,XTKS,1WSJ
Oracle Corp. Japan,,Software,4716,XTKS,1WSJ
Orchestra Holdings Inc.,,Advertising/Marketing/Public Relations,6533,XTKS,1WSJ
Organo Corp.,,Water Utilities,6368,XTKS,1WSJ
Orient Corp.,,Consumer Finance,8585,XTKS,1WSJ
Oriental Chain Mfg. Co. Ltd.,,Industrial Products,6380,XTKS,1WSJ
Oriental Consultants Holdings Co. Ltd.,,Diversified Business Services,2498,XJAS,1WSJ
Oriental Land Co. Ltd.,,Recreational Services,4661,XTKS,1WSJ
Oriental Shiraishi Corp.,,Construction,1786,XTKS,1WSJ
Origin Co. Ltd.,,Industrial Electronics,6513,XTKS,1WSJ
Original Engineering Consultants Co. Ltd.,,Diversified Business Services,4642,XTKS,1WSJ
Orix,オリックス株式会社,,8591,,2WIKI
Orix JREIT Inc.,,Industrial/Office REITs,8954,XTKS,1WSJ
Oro Co. Ltd.,,Internet/Online,3983,XTKS,1WSJ
Orvis Corp.,,Forestry & Wood Products,7827,XJAS,1WSJ
Osaka Gas,大阪瓦斯株式会社,,9532,,2WIKI
Osaka Soda Co. Ltd.,,Chemicals,4046,XTKS,1WSJ
Osaka Titanium Technologies,株式会社大阪チタニウムテクノロジーズ,,5726,,2WIKI
Osaki Electric Co. Ltd.,,Precision Products,6644,XTKS,1WSJ
Otsuka Corp.,,Computer Services,4768,XTKS,1WSJ
Otsuka Holdings Co. Ltd.,,Pharmaceuticals,4578,XTKS,1WSJ
Outsourcing Inc.,,Employment/Training Services,2427,XTKS,1WSJ
Oval Corp.,,Precision Products,7727,XTKS,1WSJ
Oxide Corp.,,Precision Products,6521,XTKS,1WSJ
Ozu Corp.,,Nondurable Household Products,7487,XTKS,1WSJ
P.S. Mitsubishi Construction Co. Ltd.,,Construction,1871,XTKS,1WSJ
P3 Inc.,,Audio/Video Equipment,6696,XTKS,1WSJ
PA Co. Ltd.,,Employment/Training Services,4766,XTKS,1WSJ
PATH Corp.,,Diversified Business Services,3840,XTKS,1WSJ
PC Depot Corp.,,Home Goods Retail,7618,XTKS,1WSJ
PCA Corp.,,Software,9629,XTKS,1WSJ
PCI Holdings Inc.,,Software,3918,XTKS,1WSJ
PHC Holdings Corp.,,Medical Equipment/Supplies,6523,XTKS,1WSJ
PHYZ Holdings Inc.,,Transportation Services,9325,XTKS,1WSJ
PIA Corp.,,Recreational Services,4337,XTKS,1WSJ
PIXTA Inc.,,Diversified Business Services,3416,XTKS,1WSJ
PKSHA Technology Inc.,,Software,3993,XTKS,1WSJ
PR Times Inc.,,Advertising/Marketing/Public Relations,3922,XTKS,1WSJ
Pacific Industrial Co. Ltd.,,Motor Vehicle Parts,7250,XTKS,1WSJ
Pacific Metals Co. Ltd.,,Iron/Steel,5541,XTKS,1WSJ
Pacific Net Co. Ltd.,,Specialty Retail,3021,XTKS,1WSJ
Pacific Systems Corp.,,Computer Services,3847,XJAS,1WSJ
Pack Corp.,,Containers/Packaging,3950,XTKS,1WSJ
Pal Group Holdings Co. Ltd.,,Clothing Retail,2726,XTKS,1WSJ
Palemo Holdings Co. Ltd.,,Clothing Retail,2778,XTKS,1WSJ
Palma Co. Ltd.,,Diversified Business Services,3461,XTKS,1WSJ
Paltac Corp.,,Personal Care Products/Appliances,8283,XTKS,1WSJ
Pan Pacific International Holdings Corp.,,Mixed Retailing,7532,XTKS,1WSJ
Panasonic,パナソニック株式会社,,6752,,2WIKI
Papyless Co. Ltd.,,Specialty Retail,3641,XJAS,1WSJ
Paraca Inc.,,General Services,4809,XTKS,1WSJ
Paramount Bed Holdings Co. Ltd.,,Furniture,7817,XTKS,1WSJ
Paris Miki Holdings Inc.,,Specialty Retail,7455,XTKS,1WSJ
Park24 Co. Ltd.,,General Services,4666,XTKS,1WSJ
Parker Corp.,,Industrial Machinery,9845,XTKS,1WSJ
Pasco Corp.,,Construction,9232,XTKS,1WSJ
Pasona Group Inc.,,Employment/Training Services,2168,XTKS,1WSJ
Payroll Inc.,,Accounting,4489,XTKS,1WSJ
Peers Co. Ltd.,,Computer Services,7066,XTKS,1WSJ
Pegasus Sewing Machine Mfg. Co. Ltd.,,Industrial Machinery,6262,XTKS,1WSJ
Penta-Ocean,五洋建設株式会社,,1893,,2WIKI
Pentax,ペンタックス株式会社,,7750,,2WIKI
People Dreams & Technologies Group Co. Ltd.,,Diversified Business Services,9248,XTKS,1WSJ
Pepper Food Service Co. Ltd.,,Restaurants,3053,XTKS,1WSJ
PeptiDream Inc.,,Biotechnology,4587,XTKS,1WSJ
Perseus Proteomics Inc.,,Pharmaceuticals,4882,XTKS,1WSJ
Persol Holdings Co. Ltd.,,Employment/Training Services,2181,XTKS,1WSJ
Pharma Foods International Co. Ltd.,,Food Products,2929,XTKS,1WSJ
Pharmarise Holdings Corp.,,Drug Retail,2796,XTKS,1WSJ
Phil Co. Inc.,,Technical Services,3267,XTKS,1WSJ
PhoenixBio Co. Ltd.,,Biotechnology,6190,XTKS,1WSJ
Photosynth Inc.,,Emerging Technologies,4379,XTKS,1WSJ
PiPEDO HD Inc.,,Software,3919,XTKS,1WSJ
Piala Inc.,,Advertising/Marketing/Public Relations,7044,XTKS,1WSJ
Pickles Corp.,,Food Products,2925,XTKS,1WSJ
Pietro Co. Ltd.,,Food Retail,2818,XTKS,1WSJ
Pigeon Corp.,,Personal Care Products/Appliances,7956,XTKS,1WSJ
Pilot Corp.,,Nondurable Household Products,7846,XTKS,1WSJ
Piolax Inc.,,Motor Vehicle Parts,5988,XTKS,1WSJ
Pioneer Corporation,パイオニア株式会社,,6773,,2WIKI
Pixela Corp.,,Software,6731,XTKS,1WSJ
Plaid Inc.,,Software,4165,XTKS,1WSJ
Plant Co. Ltd.,,Mixed Retailing,7646,XTKS,1WSJ
Plat'home Co. Ltd.,,Computers/Consumer Electronics,6836,XTKS,1WSJ
Platz Co. Ltd.,,Medical Equipment/Supplies,7813,XTKS,1WSJ
Plenus Co. Ltd.,,Restaurants,9945,XTKS,1WSJ
Plus Alpha Consulting Co. Ltd.,,Internet/Online,4071,XTKS,1WSJ
Pola Orbis Holdings Inc.,,Personal Care Products/Appliances,4927,XTKS,1WSJ
Polaris Holdings Co. Ltd.,,Hotels,3010,XTKS,1WSJ
Poletowin Pitcrew Holdings Inc.,,Toys & Games,3657,XTKS,1WSJ
Poplar Co. Ltd.,,Food Retail,7601,XTKS,1WSJ
Poppins Holdings Inc.,,Consumer Services,7358,XTKS,1WSJ
Port Inc.,,Computer Services,7047,XTKS,1WSJ
Poval Kogyo Co. Ltd.,,Industrial Machinery,4247,XNGO,1WSJ
Power Solutions Ltd.,,Computer Services,4450,XTKS,1WSJ
Precision System Science Co. Ltd.,,Medical Equipment/Supplies,7707,XTKS,1WSJ
Premier Anti-Aging Co. Ltd.,,Specialty Retail,4934,XTKS,1WSJ
Premium Group Co. Ltd.,,Consumer Finance,7199,XTKS,1WSJ
Premium Water Holdings Inc.,,Non-Alcoholic Beverages/Drinks,2588,XTKS,1WSJ
Press Kogyo Co. Ltd.,,Motor Vehicle Parts,7246,XTKS,1WSJ
Pressance Corp.,,Real Estate Developers,3254,XTKS,1WSJ
Prestige International Inc.,,Consumer Services,4290,XTKS,1WSJ
Prima Meat Packers Ltd.,,Food Products,2281,XTKS,1WSJ
Pro-Ship Inc.,,Software,3763,XTKS,1WSJ
ProjectCompany Inc.,,Diversified Business Services,9246,XTKS,1WSJ
Pronexus Inc.,,Diversified Business Services,7893,XTKS,1WSJ
Properst Co. Ltd.,,Real Estate Developers,3236,XJAS,1WSJ
Property Agent Inc.,,Real Estate Developers,3464,XTKS,1WSJ
Property Data Bank Inc.,,Internet/Online,4389,XTKS,1WSJ
Prored Partners Co. Ltd.,,Diversified Business Services,7034,XTKS,1WSJ
Proto Corp.,,Advertising/Marketing/Public Relations,4298,XTKS,1WSJ
Pulstec Industrial Co. Ltd.,,Precision Products,6894,XTKS,1WSJ
Punch Industry Co. Ltd.,,Industrial Machinery,6165,XTKS,1WSJ
QB Net Holdings Co. Ltd.,,Consumer Services,6571,XTKS,1WSJ
QD Laser Inc.,,Medical Equipment/Supplies,6613,XTKS,1WSJ
Qol Holdings Co. Ltd.,,Drug Retail,3034,XTKS,1WSJ
Quantum Solutions Co. Ltd.,,Computer Services,2338,XTKS,1WSJ
Quick Co. Ltd.,,Employment/Training Services,4318,XTKS,1WSJ
R&D Computer Co. Ltd.,,Computer Services,3924,XTKS,1WSJ
RKB-Mainichi Holdings Corp.,,Broadcasting,9407,XFKA,1WSJ
RPA Holdings Inc.,,Diversified Holding Companies,6572,XTKS,1WSJ
RS Technologies Co. Ltd.,,Semiconductors,3445,XTKS,1WSJ
RVH Inc.,,Semiconductors,6786,XTKS,1WSJ
RaQualia Pharma Inc.,,Pharmaceuticals,4579,XJAS,1WSJ
Raccoon Holdings Inc.,,Internet/Online,3031,XTKS,1WSJ
Raito Kogyo Co. Ltd.,,Construction,1926,XTKS,1WSJ
Raiznext Corp.,,General Services,6379,XTKS,1WSJ
Raksul Inc.,,Printing,4384,XTKS,1WSJ
Rakumo Inc.,,Internet/Online,4060,XTKS,1WSJ
Rakus Co. Ltd.,,Internet/Online,3923,XTKS,1WSJ
Rakuten,楽天株式会社,,4755,,2WIKI
RareJob Inc.,,Consumer Services,6096,XTKS,1WSJ
Rasa Corp.,,Wholesalers,3023,XTKS,1WSJ
Rasa Industries Ltd.,,Chemicals,4022,XTKS,1WSJ
ReNet Japan Group Inc.,,Environment/Waste Management,3556,XTKS,1WSJ
Realworld Inc.,,Internet/Online,3691,XTKS,1WSJ
Recovery International Co. Ltd.,,Healthcare Provision,9214,XTKS,1WSJ
Recruit Holdings Co. Ltd.,,Employment/Training Services,6098,XTKS,1WSJ
Refinverse Group Inc.,,Environment/Waste Management,7375,XTKS,1WSJ
Relia Inc.,,Advertising/Marketing/Public Relations,4708,XTKS,1WSJ
Relo Group Inc.,,Real Estate Developers,8876,XTKS,1WSJ
Remixpoint Inc.,,Software,3825,XTKS,1WSJ
Renaissance Inc.,,Recreational Services,2378,XTKS,1WSJ
Renascience Inc.,,Pharmaceuticals,4889,XTKS,1WSJ
Renesas Electronics Corp.,,Semiconductors,6723,XTKS,1WSJ
Renewable Japan Co. Ltd.,,Renewable Energy Generation,9522,XTKS,1WSJ
Renewable Japan Energy Infrastructure Fund Inc.,,Closed-End Funds,9283,XTKS,1WSJ
Rengo Co. Ltd.,,Containers/Packaging,3941,XTKS,1WSJ
Renova Inc.,,Renewable Energy Generation,9519,XTKS,1WSJ
Renown,株式会社レナウン,,3606,,2WIKI
Rentracks Co. Ltd.,,Advertising/Marketing/Public Relations,6045,XTKS,1WSJ
Resol Holdings Co. Ltd.,,Hotels,5261,XTKS,1WSJ
Resona Holdings,株式会社りそなホールディングス,,8308,,2WIKI
Resorttrust Inc.,,Hotels,4681,XTKS,1WSJ
Restar Holdings Corp.,,Semiconductors,3156,XTKS,1WSJ
Retail Partners Co. Ltd.,,Food Retail,8167,XTKS,1WSJ
Retty Inc.,,Internet/Online,7356,XTKS,1WSJ
Revolution Co. Ltd.,,Real Estate Developers,8894,XTKS,1WSJ
Rheon Automatic Machinery Co. Ltd.,,Industrial Machinery,6272,XTKS,1WSJ
Rhythm Co. Ltd.,,Jewelry & Watches,7769,XTKS,1WSJ
Ribomic Inc.,,Biotechnology,4591,XTKS,1WSJ
Ricksoft Co. Ltd.,,Internet/Online,4429,XTKS,1WSJ
Ricoh,株式会社リコー,,7752,,2WIKI
Ricoh Leasing Co. Ltd.,,General Services,8566,XTKS,1WSJ
Ride On Express Holdings Co. Ltd.,,Restaurants,6082,XTKS,1WSJ
Right On Co. Ltd.,,Clothing Retail,7445,XTKS,1WSJ
Rikei Corp.,,Computers/Consumer Electronics,8226,XTKS,1WSJ
Riken Corp.,,Motor Vehicle Parts,6462,XTKS,1WSJ
Riken Corundum Co. Ltd.,,Industrial Products,5395,XTKS,1WSJ
Riken Keiki Co. Ltd.,,Precision Products,7734,XTKS,1WSJ
Riken Technos Corp.,,Chemicals,4220,XTKS,1WSJ
Riken Vitamin Co. Ltd.,,Food Products,4526,XTKS,1WSJ
Ringer Hut Co. Ltd.,,Restaurants,8200,XTKS,1WSJ
Rinko Corp.,,Transportation Services,9355,XTKS,1WSJ
Rinnai,リンナイ株式会社,,5947,,2WIKI
Rion Co. Ltd.,,Medical Equipment/Supplies,6823,XTKS,1WSJ
Riskmonster.com,,Internet/Online,3768,XTKS,1WSJ
Riso Kagaku Corp.,,Computers/Consumer Electronics,6413,XTKS,1WSJ
Riso Kyoiku Co. Ltd.,,Consumer Services,4714,XTKS,1WSJ
Rix Corp.,,Industrial Machinery,7525,XTKS,1WSJ
Rizap Group Inc.,,Food Products,2928,XSAP,1WSJ
Robot Home Inc.,,Emerging Technologies,1435,XTKS,1WSJ
Robot Payment Inc.,,Consumer Finance,4374,XTKS,1WSJ
Rock Field Co. Ltd.,,Food Products,2910,XTKS,1WSJ
Rock Paint Co. Ltd.,,Building Materials/Products,4621,XTKS,1WSJ
Rohm,ローム,,6963,,2WIKI
Rohto Pharmaceutical Co.,ロート製薬株式会社,,4527,,2WIKI
Rokko Butter Co. Ltd.,,Food Products,2266,XTKS,1WSJ
Roland Corp.,,Leisure Goods,7944,XTKS,1WSJ
Roland DG Corp.,,Computers/Consumer Electronics,6789,XTKS,1WSJ
Rorze Corp.,,Precision Products,6323,XTKS,1WSJ
Round One Corp.,,Recreational Services,4680,XTKS,1WSJ
Royal Holdings Co. Ltd.,,Restaurants,8179,XTKS,1WSJ
Royal Hotel Ltd.,,Hotels,9713,XTKS,1WSJ
Ryobi,リョービ株式会社,,5851,,2WIKI
Ryoden Corp.,,Industrial Electronics,8084,XTKS,1WSJ
Ryosan Co. Ltd.,,Semiconductors,8140,XTKS,1WSJ
Ryoyo Electro Corp.,,Semiconductors,8068,XTKS,1WSJ
S Foods Inc.,,Food Products,2292,XTKS,1WSJ
S&B Foods Inc.,,Food Products,2805,XTKS,1WSJ
S-Line Co. Ltd.,,Trucking,9078,XTKS,1WSJ
S-Pool Inc.,,Employment/Training Services,2471,XTKS,1WSJ
S.Science Co. Ltd.,,Non-Ferrous Metals,5721,XTKS,1WSJ
S.T. Corp.,,Chemicals,4951,XTKS,1WSJ
SAIBO Co. Ltd.,,Clothing,3123,XTKS,1WSJ
SAKURA Internet Inc.,,Internet/Online,3778,XTKS,1WSJ
SB Technology Corp.,,Computer Services,4726,XTKS,1WSJ
SBI Holdings Inc.,,Finance Companies,8473,XTKS,1WSJ
SBI Insurance Group Co. Ltd.,,Full-Line Insurance,7326,XTKS,1WSJ
SBS Holdings Inc.,,Transportation Services,2384,XTKS,1WSJ
SCREEN Holdings Co. Ltd.,,Semiconductors,7735,XTKS,1WSJ
SCSK,SCSK株式会社,,9719,,2WIKI
SDS Holdings Co. Ltd.,,Precision Products,1711,XTKS,1WSJ
SEC Carbon Ltd.,,Industrial Products,5304,XTKS,1WSJ
SFP Holdings Co. Ltd.,,Restaurants,3198,XTKS,1WSJ
SG Holdings Co. Ltd.,,Transportation Services,9143,XTKS,1WSJ
SHIFT Inc.,,Software,3697,XTKS,1WSJ
SHOWA Corporation,株式会社ショーワ,,7274,,2WIKI
SIG Group Co. Ltd.,,Computer Services,4386,XTKS,1WSJ
SIGMAXYZ Holdings Inc.,,Diversified Business Services,6088,XTKS,1WSJ
SIOS Corp.,,Software,3744,XTKS,1WSJ
SK Japan Co. Ltd.,,Toys & Games,7608,XTKS,1WSJ
SKIYAKI Inc.,,Publishing,3995,XTKS,1WSJ
SKY Perfect,株式会社スカイパーフェクト・コミュニケーションズ,,4795,,2WIKI
SKY Perfect JSAT Holdings Inc.,,Broadcasting,9412,XTKS,1WSJ
SMC Corp.,,Industrial Machinery,6273,XTKS,1WSJ
SMK Corp.,,Industrial Electronics,6798,XTKS,1WSJ
SMN Corp.,,Advertising/Marketing/Public Relations,6185,XTKS,1WSJ
SMS Co. Ltd.,,Healthcare Provision,2175,XTKS,1WSJ
SNT Corp.,,Industrial Products,6319,XTKS,1WSJ
SOSiLA Logistics REIT Inc.,,Industrial/Office REITs,2979,XTKS,1WSJ
SPK Corp.,,Wholesalers,7466,XTKS,1WSJ
SRA Holdings Inc.,,Computer Services,3817,XTKS,1WSJ
SRE Holdings Corp.,,Real Estate Developers,2980,XTKS,1WSJ
SRS Holdings Co. Ltd.,,Restaurants,8163,XTKS,1WSJ
STI Foods Holdings Inc.,,Food Products,2932,XTKS,1WSJ
STrust Co. Ltd.,,Real Estate Developers,3280,XTKS,1WSJ
SUS Co. Ltd.,,Aluminum,6554,XTKS,1WSJ
SUSMED Inc.,,Computer Services,4263,XTKS,1WSJ
SWCC Showa Holdings Co. Ltd.,,Industrial Electronics,5805,XTKS,1WSJ
Sac's Bar Holdings Inc.,,Clothing Retail,9990,XTKS,1WSJ
Safie Inc.,,Internet/Online,4375,XTKS,1WSJ
Sagami Holdings Corp.,,Restaurants,9900,XTKS,1WSJ
Sagami Rubber Industries Co. Ltd.,,Personal Care Products/Appliances,5194,XTKS,1WSJ
Saibu Gas Holdings Co. Ltd.,,Gas Utilities,9536,XTKS,1WSJ
Saikaya Department Store Co. Ltd.,,Mixed Retailing,8254,XTKS,1WSJ
Sailor Pen Co. Ltd.,,Nondurable Household Products,7992,XTKS,1WSJ
Saint Marc Holdings Co. Ltd.,,Restaurants,3395,XTKS,1WSJ
Saint-Care Holding Corp.,,Healthcare Provision,2374,XTKS,1WSJ
Saita Corp.,,Construction,1999,XFKA,1WSJ
Saizeriya Co. Ltd.,,Restaurants,7581,XTKS,1WSJ
Sakai Chemical Industry Co. Ltd.,,Chemicals,4078,XTKS,1WSJ
Sakai Heavy Industries Ltd.,,Mobile Machinery,6358,XTKS,1WSJ
Sakai Moving Service Co. Ltd.,,,9039,XTKS,1WSJ
Sakai Trading Co. Ltd.,,Chemicals,9967,XTKS,1WSJ
Sakata Inx Corp.,,Chemicals,4633,XTKS,1WSJ
Sakata Seed Corp.,,Farming,1377,XTKS,1WSJ
Sakura KCS Corp.,,Software,4761,XTKS,1WSJ
Sakura Rubber Co. Ltd.,,Industrial Products,5189,XTKS,1WSJ
Sakurajima Futo Kaisha Ltd.,,Transportation Services,9353,XTKS,1WSJ
Sakurasaku Plus Co. Ltd.,,Consumer Services,7097,XTKS,1WSJ
Sala Corp.,,Gas Utilities,2734,XTKS,1WSJ
Samantha Thavasa Japan Ltd.,,Clothing,7829,XTKS,1WSJ
