Name,TSE,Exchange,Industry
Takashima & Co. Ltd.,8007,XTKS,Wholesalers
Takashimaya Co. Ltd.,8233,XTKS,Mixed Retailing
Takasho Co. Ltd.,7590,XTKS,Building Materials/Products
Takatori Corp.,6338,XTKS,Semiconductors
Takayoshi Inc.,9259,XTKS,Food Retail
Take & Give. Needs Co. Ltd.,4331,XTKS,Consumer Services
Takebishi Corp.,7510,XTKS,Industrial Electronics
Takeda Pharmaceutical Co. Ltd.,4502,XTKS,Pharmaceuticals
Takeda Printing Co. Ltd.,7875,XTKS,Printing
Takemoto Yohki Co. Ltd.,4248,XTKS,Containers/Packaging
Takeuchi Mfg. Co. Ltd.,6432,XTKS,Mobile Machinery
Taki Chemical Co. Ltd.,4025,XTKS,Chemicals
Takihyo Co. Ltd.,9982,XTKS,Wholesalers
Takisawa Machine Tool Co. Ltd.,6121,XTKS,Industrial Machinery
Takuma Co. Ltd.,6013,XTKS,Construction
Tama Home Co. Ltd.,1419,XTKS,Residential Building Construction
Tamai Steamship Co. Ltd.,9127,XTKS,Water Transport/Shipping
Tameny Inc.,6181,XTKS,Consumer Services
Tamron Co. Ltd.,7740,XTKS,Leisure Goods
Tamura Corp.,6768,XTKS,Industrial Electronics
Tanabe Consulting Co. Ltd.,9644,XTKS,Diversified Business Services
Tanabe Engineering Corp.,1828,XTKS,Construction
Tanaka Co. Ltd.,7619,XTKS,Industrial Electronics
Tanseisha Co. Ltd.,9743,XTKS,Construction
Taoka Chemical Co. Ltd.,4113,XTKS,Chemicals
Tasuki Corp.,2987,XTKS,Emerging Technologies
Tatsuta Electric Wire & Cable Co. Ltd.,5809,XTKS,Industrial Electronics
Taya Co. Ltd.,4679,XTKS,Consumer Services
Tayca Corp.,4027,XTKS,Chemicals
TAZMO Co. Ltd.,6266,XTKS,Semiconductors
TB Group Inc.,6775,XTKS,Semiconductors
TBK Co. Ltd.,7277,XTKS,Motor Vehicle Parts
TBS Holdings Inc.,9401,XTKS,Broadcasting
TDC Soft Inc.,4687,XTKS,Software
TDK Corp.,6762,XTKS,Industrial Electronics
TDSE Inc.,7046,XTKS,Computer Services
Tea Life Co. Ltd.,3172,XTKS,Food Retail
TEAC Corp.,6803,XTKS,Computers/Consumer Electronics
TeamSpirit Inc.,4397,XTKS,Software
TEAR Corp.,2485,XTKS,Consumer Services
Techfirm Holdings Inc.,3625,XJAS,Computer Services
Techmatrix Corp.,3762,XTKS,Computer Services
Techno Alpha Co. Ltd.,3089,XJAS,Semiconductors
Techno Associe Co. Ltd.,8249,XTKS,Industrial Products
Techno Horizon Co. Ltd.,6629,XJAS,Precision Products
Techno Mathematical Co. Ltd.,3787,XTKS,Software
Techno Medica Co. Ltd.,6678,XTKS,Medical Equipment/Supplies
Techno Ryowa Ltd.,1965,XTKS,Construction
Techno Smart Corp.,6246,XTKS,Industrial Machinery
Technoflex Corp.,3449,XTKS,Building Materials/Products
TechnoPro Holdings Inc.,6028,XTKS,Employment/Training Services
Tecnos Japan Inc.,3666,XTKS,Software
Teijin Ltd.,3401,XTKS,Chemicals
Teikoku Electric Mfg. Co. Ltd.,6333,XTKS,Industrial Machinery
Teikoku Sen-I Co. Ltd.,3302,XTKS,Clothing
Teikoku Tsushin Kogyo Co. Ltd.,6763,XTKS,Industrial Electronics
Tekken Corp.,1815,XTKS,Construction
tella Inc.,2191,XJAS,Pharmaceuticals
Temairazu Inc.,2477,XTKS,Internet/Online
Temona Inc.,3985,XTKS,Software
Ten Allied Co. Ltd.,8207,XTKS,Restaurants
Tenma Corp.,7958,XTKS,Industrial Products
Tenmaya Store Co. Ltd.,9846,XTKS,Food Retail
teno.Holdings Co. Ltd.,7037,XTKS,Consumer Services
Tenpo Innovation Co. Ltd.,3484,XTKS,Real Estate Developers
Tensho Electric Industries Co. Ltd.,6776,XTKS,Industrial Machinery
Tera Probe Inc.,6627,XTKS,Precision Products
Teraoka Seisakusho Co. Ltd.,4987,XTKS,Chemicals
Terasaki Electric Co. Ltd.,6637,XJAS,Industrial Electronics
Terminalcare Support Institute Inc.,7362,XTKS,Real Estate Developers
TerraSky Co. Ltd.,3915,XTKS,Internet/Online
Terumo Corp.,4543,XTKS,Medical Equipment/Supplies
TESS Holdings Co. Ltd.,5074,XTKS,Renewable Energy Generation
Tetsujin Inc.,2404,XTKS,Recreational Services
T-Gaia Corp.,3738,XTKS,Networking
THECOO Inc.,4255,XTKS,Advertising/Marketing/Public Relations
THK Co. Ltd.,6481,XTKS,Industrial Machinery
Three F Co. Ltd.,7544,XTKS,Food Retail
Tigers Polymer Corp.,4231,XTKS,Industrial Products
TIS Inc.,3626,XTKS,Computer Services
Tisc Co. Ltd.,4349,XNGO,Software
Titan Kogyo K.K.,4098,XTKS,Chemicals
TKC Corp.,9746,XTKS,Accounting
TKP Corp.,3479,XTKS,Real Estate Developers
Toa Corp. (1885),1885,XTKS,Construction
Toa Corp. (6809),6809,XTKS,Audio/Video Equipment
Toa Oil Co. Ltd.,5008,XTKS,Oil & Gas Products/Services
Toa Road Corp.,1882,XTKS,Construction
Toabo Corp.,3204,XTKS,Clothing
Toagosei Co. Ltd.,4045,XTKS,Chemicals
Toami Corp.,5973,XTKS,Building Materials/Products
Tobila Systems Inc.,4441,XTKS,Software
Tobishima Corp.,1805,XTKS,Construction
Tobu Railway Co. Ltd.,9001,XTKS,Railroads
TOC Co. Ltd.,8841,XTKS,Real Estate Developers
Tocalo Co. Ltd.,3433,XTKS,Building Materials/Products
Tochigi Bank Ltd.,8550,XTKS,Banking
Toda Corp.,1860,XTKS,Construction
Toda Kogyo Corp.,4100,XTKS,Chemicals
Toei Co. Ltd.,9605,XTKS,Motion Picture/Sound Recording
Toell Co. Ltd.,3361,XTKS,Gas Utilities
Toenec Corp.,1946,XTKS,Construction
Togami Electric Mfg. Co. Ltd.,6643,XTKS,Industrial Electronics
Toho Acetylene Co. Ltd.,4093,XTKS,Chemicals
Toho Bank Ltd.,8346,XTKS,Banking
Toho Chemical Industry Co. Ltd.,4409,XTKS,Chemicals
Toho Co. Ltd. (8142),8142,XTKS,Food Retail
Toho Co. Ltd. (9602),9602,XTKS,Motion Picture/Sound Recording
Toho Gas Co. Ltd.,9533,XTKS,Gas Utilities
Toho Holdings Co. Ltd.,8129,XTKS,Pharmaceuticals
Toho Kinzoku Co. Ltd.,5781,XTKS,Non-Ferrous Metals
Toho System Science Co. Ltd.,4333,XTKS,Software
Toho Titanium Co. Ltd.,5727,XTKS,Non-Ferrous Metals
Toho Zinc Co. Ltd.,5707,XTKS,Non-Ferrous Metals
Tohoku Bank Ltd.,8349,XTKS,Banking
Tohoku Electric Power Co. Inc.,9506,XTKS,Electric Utilities
Tohto Suisan Co. Ltd.,8038,XTKS,Food Retail
Tokai Carbon Co. Ltd.,5301,XTKS,Chemicals
Tokai Corp. (9729),9729,XTKS,Healthcare Provision
Tokai Electronics Co. Ltd.,8071,XNGO,Wholesalers
Tokai Holdings Corp.,3167,XTKS,Gas Utilities
Tokai Kisen Co. Ltd.,9173,XTKS,Water Transport/Shipping
Tokai Lease Co. Ltd.,9761,XTKS,Real Estate Developers
Tokai Rika Co. Ltd.,6995,XTKS,Motor Vehicle Parts
Tokai Senko K.K.,3577,XTKS,Clothing
Tokai Soft Co. Ltd.,4430,XTKS,Software
Tokai Tokyo Financial Holdings Inc.,8616,XTKS,Securities
Tokaido REIT Inc.,2989,XTKS,Industrial/Office REITs
Token Corp.,1766,XTKS,Residential Building Construction
Tokio Marine Holdings Inc.,8766,XTKS,Non-Life Insurance
Tokuden Co. Ltd.,3437,XJAS,Precision Products
Tokura Construction Co. Ltd.,1892,XNGO,Construction
Tokushu Tokai Paper Co. Ltd.,3708,XTKS,Paper/Pulp
Tokuyama Corp.,4043,XTKS,Chemicals
Tokyo Automatic Machinery Works Ltd.,6360,XTKS,Industrial Machinery
Tokyo Base Co. Ltd.,3415,XTKS,Clothing Retail
Tokyo Board Industries Co. Ltd.,7815,XTKS,Forestry & Wood Products
Tokyo Century Corp.,8439,XTKS,General Services
Tokyo Cosmos Electric Co. Ltd.,6772,XTKS,Industrial Electronics
Tokyo Electric Power Co. Holdings Inc.,9501,XTKS,Electric Utilities
Tokyo Electron Device Ltd.,2760,XTKS,Semiconductors
Tokyo Electron Ltd.,8035,XTKS,Semiconductors
Tokyo Energy & Systems Inc.,1945,XTKS,Construction
Tokyo Gas Co. Ltd.,9531,XTKS,Gas Utilities
Tokyo Ichiban Foods Co. Ltd.,3067,XTKS,Restaurants
Tokyo Individualized Educational Institute Inc.,4745,XTKS,Consumer Services
Tokyo Infrastructure Energy Investment Corp.,9285,XTKS,Shell companies
Tokyo Kaikan Co. Ltd.,9701,XTKS,Restaurants
Tokyo Keiki Inc.,7721,XTKS,Precision Products
Tokyo Kikai Seisakusho Ltd.,6335,XTKS,Industrial Machinery
Tokyo Kiraboshi Financial Group Inc.,7173,XTKS,Banking
Tokyo Kisen Co. Ltd.,9193,XTKS,Water Transport/Shipping
Tokyo Koki Co. Ltd.,7719,XTKS,Precision Products
Tokyo Ohka Kogyo Co. Ltd.,4186,XTKS,Semiconductors
Tokyo Printing Ink Mfg. Co. Ltd.,4635,XTKS,Chemicals
Tokyo Radiator Mfg. Co. Ltd.,7235,XTKS,Motor Vehicle Parts
Tokyo Rakutenchi Co. Ltd.,8842,XTKS,Real Estate Developers
Tokyo Rope Mfg. Co. Ltd.,5981,XTKS,Iron/Steel
Tokyo Sangyo Co. Ltd.,8070,XTKS,Industrial Electronics
Tokyo Seimitsu Co. Ltd.,7729,XTKS,Semiconductors
Tokyo Soir Co. Ltd.,8040,XTKS,Clothing
Tokyo Steel Manufacturing Co. Ltd.,5423,XTKS,Iron/Steel
Tokyo Tatemono Co. Ltd.,8804,XTKS,Real Estate Developers
Tokyo Tekko Co. Ltd.,5445,XTKS,Iron/Steel
Tokyo Theatres Co. Inc.,9633,XTKS,Recreational Services
Tokyo Tsushin Inc.,7359,XTKS,Advertising/Marketing/Public Relations
Tokyotokeiba Co. Ltd.,9672,XTKS,Recreational Services
Tokyu Construction Co. Ltd. (1720),1720,XTKS,Construction
Tokyu Corp.,9005,XTKS,Diversified Holding Companies
Tokyu Fudosan Holdings Corp.,3289,XTKS,Real Estate Developers
Tokyu Recreation Co. Ltd.,9631,XTKS,Recreational Services
Tokyu REIT Inc.,8957,XTKS,Industrial/Office REITs
TOLI Corp.,7971,XTKS,Building Materials/Products
Tomato Bank Ltd.,8542,XTKS,Banking
Tomen Devices Corp.,2737,XTKS,Semiconductors
Tomoe Corp.,1921,XTKS,Construction
Tomoe Engineering Co. Ltd.,6309,XTKS,Industrial Machinery
Tomoegawa Co. Ltd.,3878,XTKS,Chemicals
Tomoku Co. Ltd.,3946,XTKS,Containers/Packaging
Tomony Holdings Inc.,8600,XTKS,Banking
Tomy Co. Ltd.,7867,XTKS,Toys & Games
Tonami Holdings Co. Ltd.,9070,XTKS,Transportation Services
Tone Co. Ltd.,5967,XTKS,Housewares
Top Culture Co. Ltd.,7640,XTKS,Specialty Retail
Topcon Corp.,7732,XTKS,Networking
Toppan Forms Co. Ltd.,7862,XTKS,Printing
Toppan Inc.,7911,XTKS,Printing
Topre Corp.,5975,XTKS,Motor Vehicle Parts
Topy Industries Ltd.,7231,XTKS,Industrial Products
Toray Industries Inc.,3402,XTKS,Chemicals
Torex Semiconductor Ltd.,6616,XTKS,Semiconductors
Toridoll Holdings Corp.,3397,XTKS,Restaurants
Torigoe Co. Ltd.,2009,XTKS,Food Products
Torii Pharmaceutical Co. Ltd.,4551,XTKS,Pharmaceuticals
Torikizoku Holdings Co. Ltd.,3193,XTKS,Restaurants
Torishima Pump Mfg. Co. Ltd.,6363,XTKS,Industrial Machinery
TORQ Inc.,8077,XTKS,Wholesalers
Tose Co. Ltd.,4728,XTKS,Software
Tosei Corp.,8923,XTKS,Real Estate Developers
Tosei REIT Investment Corp.,3451,XTKS,Industrial/Office REITs
Toshiba Corp.,6502,XTKS,Computers/Consumer Electronics
Toshiba Tec Corp.,6588,XTKS,Computers/Consumer Electronics
Tosho Co. Ltd.,8920,XTKS,Recreational Services
Toso Co. Ltd.,5956,XTKS,Housewares
Tosoh Corp.,4042,XTKS,Chemicals
Totech Corp.,9960,XTKS,Building Materials/Products
Totenko Co. Ltd.,8181,XTKS,Restaurants
Totetsu Kogyo Co. Ltd.,1835,XTKS,Construction
Toto Ltd.,5332,XTKS,Building Materials/Products
Totoku Electric Co. Ltd.,5807,XTKS,Industrial Electronics
Tottori Bank Ltd.,8383,XTKS,Banking
Toukei Computer Co. Ltd.,4746,XTKS,Computer Services
Toumei Co. Ltd.,4439,XTKS,Wired Telecommunications Services
TOW Co. Ltd.,4767,XTKS,Advertising/Marketing/Public Relations
Towa Bank Ltd.,8558,XTKS,Banking
Towa Pharmaceutical Co. Ltd.,4553,XTKS,Pharmaceuticals
Townnews-Sha Co. Ltd.,2481,XJAS,Publishing
Toyo Asano Foundation Co. Ltd.,5271,XTKS,Building Materials/Products
Toyo Construction Co. Ltd.,1890,XTKS,Construction
TOYO Corp.,8151,XTKS,Precision Products
Toyo Denki Seizo K.K.,6505,XTKS,Industrial Electronics
Toyo Drilube Co. Ltd.,4976,XJAS,Chemicals
Toyo Electric Corp.,6655,XNGO,Precision Products
Toyo Engineering Corp.,6330,XTKS,Construction
Toyo Ink SC Holdings Co. Ltd.,4634,XTKS,Chemicals
Toyo Kanetsu K.K.,6369,XTKS,Building Materials/Products
Toyo Knife Co. Ltd.,5964,XTKS,Industrial Machinery
Toyo Logistics Co. Ltd.,9306,XTKS,Transportation Services
Toyo Securities Co. Ltd.,8614,XTKS,Securities
Toyo Seikan Group Holdings Ltd.,5901,XTKS,Containers/Packaging
Toyo Shutter Co. Ltd.,5936,XTKS,Building Materials/Products
Toyo Sugar Refining Co. Ltd.,2107,XTKS,Food Products
Toyo Suisan Kaisha Ltd.,2875,XTKS,Food Products
Toyo Tanso Co. Ltd.,5310,XTKS,Chemicals
Toyo Tec Co. Ltd.,9686,XTKS,General Services
Toyo Tire Corp.,5105,XTKS,Tires
Toyo Wharf & Warehouse Co. Ltd.,9351,XTKS,Transportation Services
Toyobo Co. Ltd.,3101,XTKS,Clothing
Toyoda Gosei Co. Ltd.,7282,XTKS,Motor Vehicle Parts
Toyokumo Inc.,4058,XTKS,Internet/Online
Toyota Boshoku Corp.,3116,XTKS,Motor Vehicle Parts
Toyota Industries Corp.,6201,XTKS,Motor Vehicle Parts
Toyota Motor Corp.,7203,XTKS,Automobiles
Toyota Tsusho Corp.,8015,XTKS,Diversified Holding Companies
TPR Co. Ltd.,6463,XTKS,Motor Vehicle Parts
Tradia Corp.,9365,XTKS,Transportation Services
Trancom Co. Ltd.,9058,XTKS,Transportation Services
Trans Genic Inc.,2342,XTKS,Biotechnology
Transaction Co. Ltd.,7818,XTKS,Housewares
transcosmos Inc.,9715,XTKS,Computer Services
Tre Holdings Corp.,9247,XTKS,Environment/Waste Management
Treasure Factory Co. Ltd.,3093,XTKS,Specialty Retail
Trend Micro Inc.,4704,XTKS,Software
Trenders Inc.,6069,XTKS,Advertising/Marketing/Public Relations
Tri Chemical Laboratories Inc.,4369,XTKS,Semiconductors
Trinity Industrial Corp.,6382,XTKS,Industrial Machinery
Tri-Stage Inc.,2178,XTKS,Advertising/Marketing/Public Relations
Truck-One Co. Ltd.,3047,XFKA,Specialty Retail
True Data Inc.,4416,XTKS,Software
Trusco Nakayama Corp.,9830,XTKS,Wholesalers
Trust Co. Ltd.,3347,XTKS,Specialty Retail
Trust Holdings Inc.,3286,XTKS,General Services
TS Tech Co. Ltd.,7313,XTKS,Motor Vehicle Parts
TSI Holdings Co. Ltd.,3608,XTKS,Clothing
Tsubaki Nakashima Co. Ltd.,6464,XTKS,Precision Products
Tsubakimoto Chain Co.,6371,XTKS,Industrial Machinery
Tsubakimoto Kogyo Co. Ltd.,8052,XTKS,Wholesalers
Tsuchiya Holdings Co. Ltd.,1840,XTKS,Residential Building Construction
Tsudakoma Corp.,6217,XTKS,Industrial Machinery
Tsugami Corp.,6101,XTKS,Precision Products
Tsukada Global Holdings Inc.,2418,XTKS,Consumer Services
Tsukamoto Corp. Co. Ltd.,8025,XTKS,Clothing
Tsukiji Uoichiba Co. Ltd.,8039,XTKS,Food Retail
Tsukishima Kikai Co. Ltd.,6332,XTKS,Industrial Machinery
Tsukuba Bank Ltd.,8338,XTKS,Banking
Tsukubaseiko Co. Ltd.,6596,XTKS,Industrial Electronics
tsukuruba inc.,2978,XTKS,Real Estate Developers
Tsumura & Co.,4540,XTKS,Pharmaceuticals
Tsunagu Group Holdings Inc.,6551,XTKS,Employment/Training Services
Tsuruha Holdings Inc.,3391,XTKS,Drug Retail
Tsurumi Manufacturing Co. Ltd.,6351,XTKS,Industrial Machinery
Tsuruya Co. Ltd.,5386,XTKS,Building Materials/Products
Tsutsumi Jewelry Co. Ltd.,7937,XTKS,Clothing Retail
Tsuzuki Denki Co. Ltd.,8157,XTKS,Computers/Consumer Electronics
TV Asahi Holdings Corp.,9409,XTKS,Broadcasting
TV TOKYO Holdings Corp.,9413,XTKS,Broadcasting
TVE Co. Ltd.,6466,XTKS,Industrial Machinery
Twenty-Four Seven Inc.,7074,XTKS,Recreational Services
Twinbird Corp.,6897,XTKS,Housewares
TYK Corp.,5363,XTKS,Building Materials/Products
UACJ Corp.,5741,XTKS,Aluminum
UBE Industries Ltd.,4208,XTKS,Chemicals
Ubicom Holdings Inc.,3937,XTKS,Computer Services
Ubiquitous AI Corp.,3858,XJAS,Software
Uchida Yoko Co. Ltd.,8057,XTKS,Furniture
Uchiyama Holdings Co. Ltd.,6059,XTKS,Diversified Holding Companies
Ueki Corp.,1867,XTKS,Construction
ULS Group Inc.,3798,XJAS,Computer Services
Uluru Co. Ltd.,3979,XTKS,Computer Services
ULVAC Inc.,6728,XTKS,Precision Products
UMC Electronics Co. Ltd.,6615,XTKS,Industrial Electronics
Umenohana Co. Ltd.,7604,XTKS,Restaurants
Unicafe Inc.,2597,XTKS,Non-Alcoholic Beverages/Drinks
Unicharm Corp.,8113,XTKS,Nondurable Household Products
Uniden Holdings Corp.,6815,XTKS,Networking
Uniform Next Co. Ltd.,3566,XTKS,Wholesalers
Union Tool Co.,6278,XTKS,Industrial Machinery
Unipos Inc.,6550,XTKS,Advertising/Marketing/Public Relations
Unipres Corp.,5949,XTKS,Motor Vehicle Parts
UNIRITA Inc.,3800,XJAS,Software
Unite & Grow Inc.,4486,XTKS,Computer Services
United & Collective Co. Ltd.,3557,XTKS,Restaurants
United Arrows Ltd.,7606,XTKS,Clothing Retail
UNITED Inc.,2497,XTKS,Advertising/Marketing/Public Relations
United Super Markets Holdings Inc.,3222,XTKS,Food Retail
United Urban Investment Corp.,8960,XTKS,Diversified REITs
Unitika Ltd.,3103,XTKS,Clothing
Univance Corp.,7254,XTKS,Motor Vehicle Parts
Unozawa-Gumi Iron Works Ltd.,6396,XTKS,Industrial Machinery
Uoki Co. Ltd.,2683,XTKS,Food Retail
Uoriki Co. Ltd.,7596,XTKS,Food Retail
UPR Corp.,7065,XTKS,General Services
Urbanet Corp. Co. Ltd.,3242,XJAS,Real Estate Developers
USEN-Next Holdings Co. Ltd.,9418,XTKS,Motion Picture/Sound Recording
User Local Inc.,3984,XTKS,Software
Ushio Inc.,6925,XTKS,Industrial Electronics
USS Co. Ltd.,4732,XTKS,Specialty Retail
UT Group Co. Ltd.,2146,XTKS,Semiconductors
Utoc Corp.,9358,XTKS,Transportation Services
UUUM Co. Ltd.,3990,XTKS,Motion Picture/Sound Recording
Uzabase Inc.,3966,XTKS,Computer Services
V Technology Co. Ltd.,7717,XTKS,Precision Products
Valor Holdings Co. Ltd.,9956,XTKS,Food Retail
Valqua Ltd.,7995,XTKS,Chemicals
Valtes Co. Ltd.,4442,XTKS,Software
Value Golf Inc.,3931,XTKS,Shell companies
Value HR Co. Ltd.,6078,XTKS,Computer Services
ValueCommerce Co. Ltd.,2491,XTKS,Advertising/Marketing/Public Relations
Valuedesign Inc.,3960,XTKS,Consumer Finance
Valuence Holdings Inc.,9270,XTKS,Specialty Retail
VALUENEX Japan Inc.,4422,XTKS,Diversified Business Services
VarioSecure Inc.,4494,XTKS,Computer Services
V-Cube Inc.,3681,XTKS,Software
Vector Inc. (6058),6058,XTKS,Advertising/Marketing/Public Relations
Vega Corp. Co. Ltd.,3542,XTKS,Home Goods Retail
Veltra Corp.,7048,XTKS,Tourism
Verite Co. Ltd.,9904,XTKS,Clothing Retail
Vertex Corp.,5290,XTKS,Building Materials/Products
VIA Holdings Inc.,7918,XTKS,Restaurants
VINX Corp.,3784,XTKS,Software
Virtualex Holdings Inc.,6193,XTKS,Diversified Business Services
VIS Co. Ltd.,5071,XTKS,Construction
VisasQ Inc.,4490,XTKS,Software
VISCO Technologies Corp.,6698,XTKS,Precision Products
Vision Inc.,9416,XTKS,Internet/Online
Visional Inc.,4194,XTKS,Employment/Training Services
Vital KSK Holdings Inc.,3151,XTKS,Drug Retail
VLC Holdings Co. Ltd.,2467,XNGO,Advertising/Marketing/Public Relations
Voltage Inc.,3639,XTKS,Software
VT Holdings Co. Ltd.,7593,XTKS,Specialty Retail
WA Inc.,7683,XTKS,Footwear
Wacoal Holdings Corp.,3591,XTKS,Clothing
WACOM Co. Ltd.,6727,XTKS,Computers/Consumer Electronics
Wacul Inc.,4173,XTKS,Software
Wadakohsan Corp.,8931,XTKS,Real Estate Developers
Wagokoro Co. Ltd.,9271,XTKS,Clothing Retail
Wakachiku Construction Co. Ltd.,1888,XTKS,Construction
Wakamoto Pharmaceutical Co. Ltd.,4512,XTKS,Pharmaceuticals
Wakita & Co. Ltd.,8125,XTKS,Mobile Machinery
Wantedly Inc.,3991,XTKS,Employment/Training Services
Waqoo Inc.,4937,XTKS,Advertising/Marketing/Public Relations
Warabeya Nichiyo Holdings Co. Ltd.,2918,XTKS,Food Products
Waseda Academy Co. Ltd.,4718,XTKS,Consumer Services
Washhouse Co. Ltd.,6537,XTKS,General Services
Washington Hotel Corp.,4691,XTKS,Hotels
Watahan & Co. Ltd.,3199,XTKS,Food Retail
Watami Co. Ltd.,7522,XTKS,Restaurants
Watts Co. Ltd.,2735,XTKS,Mixed Retailing
Wavelock Holdings Co. Ltd.,7940,XTKS,Industrial Products
WDB coco Co. Ltd.,7079,XTKS,Healthcare Provision
WDB Holdings Co. Ltd.,2475,XTKS,Employment/Training Services
WDI Corp.,3068,XJAS,Restaurants
Wealth Management Inc.,3772,XTKS,Investment Advisors
WealthNavi Inc.,7342,XTKS,Software
Weathernews Inc.,4825,XTKS,Technical Services
Welbe Inc.,6556,XTKS,Employment/Training Services
Welby Inc.,4438,XTKS,Computer Services
Welcia Holdings Co. Ltd.,3141,XTKS,Drug Retail
Wellco Holdings Corp.,7831,XTKS,Printing
Wellnet Corp.,2428,XTKS,Consumer Finance
Wesco Holdings Inc.,6091,XTKS,Construction
West Holdings Corp.,1407,XJAS,Construction
West Japan Railway Co.,9021,XTKS,Railroads
Why How Do Co. Inc.,3823,XTKS,Software
Will Co. Ltd.,3241,XTKS,Real Estate Developers
Will Group Inc.,6089,XTKS,Employment/Training Services
Willplus Holdings Corp.,3538,XTKS,Specialty Retail
WILLs Inc.,4482,XTKS,Software
Willtec Co. Ltd.,7087,XTKS,Diversified Business Services
WingArc1st Inc.,4432,XTKS,Software
WIN-Partners Co. Ltd.,3183,XTKS,Medical Equipment/Supplies
Wintest Corp.,6721,XTKS,Precision Products
WirelessGate Inc.,9419,XTKS,Computer Services
WITZ Corp.,4440,XTKS,Software
WonderPlanet Inc.,4199,XTKS,Software
Wood One Co. Ltd.,7898,XTKS,Building Materials/Products
World Co. Ltd.,3612,XTKS,Clothing
World Holdings Co. Ltd.,2429,XTKS,Employment/Training Services
WOW WORLD Inc.,2352,XTKS,Software
WOWOW Inc.,4839,XTKS,Broadcasting
Writeup Co. Ltd.,6580,XTKS,Diversified Business Services
W-SCOPE Corp.,6619,XTKS,Industrial Electronics
Xebio Holdings Co. Ltd.,8281,XTKS,Specialty Retail
XNET Corp.,4762,XTKS,Software
XYMAX REIT Investment Corp.,3488,XTKS,Industrial/Office REITs
Y.A.C. Holdings Co. Ltd.,6298,XTKS,Semiconductors
Yagami Inc.,7488,XNGO,Medical Equipment/Supplies
Yagi & Co. Ltd.,7460,XTKS,Clothing
Yahagi Construction Co. Ltd.,1870,XTKS,Construction
Yaizu Suisankagaku Industry Co. Ltd.,2812,XTKS,Food Products
Yakult Honsha Co. Ltd.,2267,XTKS,Food Products
Yakuodo Holdings Co. Ltd.,7679,XTKS,Drug Retail
Yamabiko Corp.,6250,XTKS,Housewares
YAMADA Consulting Group Co. Ltd.,4792,XTKS,Diversified Business Services
Yamada Corp.,6392,XTKS,Industrial Machinery
Yamada Holdings Co. Ltd.,9831,XTKS,Home Goods Retail
Yamae Group Holdings Co. Ltd.,7130,XTKS,Wholesalers
Yamagata Bank Ltd.,8344,XTKS,Banking
Yamaguchi Financial Group Inc.,8418,XTKS,Banking
Yamaha Corp.,7951,XTKS,Leisure Goods
Yamaha Motor Co. Ltd.,7272,XTKS,Automobiles
Yamaichi Electronics Co. Ltd.,6941,XTKS,Semiconductors
Yamaki Co. Ltd.,3598,XTKS,Clothing
Yamami Co.,2820,XTKS,Food Products
Ya-Man Ltd.,6630,XTKS,Personal Care Products/Appliances
Yamanaka Co. Ltd.,8190,XNGO,Food Retail
Yamanashi Chuo Bank Ltd.,8360,XTKS,Banking
Yamashina Corp.,5955,XTKS,Industrial Products
Yamashin-Filter Corp.,6240,XTKS,Industrial Electronics
Yamashita Health Care Holdings Inc.,9265,XTKS,Diversified Holding Companies
Yamatane Corp.,9305,XTKS,Transportation Services
Yamato Corp.,1967,XTKS,Building Materials/Products
Yamato Holdings Co. Ltd.,9064,XTKS,Air Freight
Yamato Kogyo Co. Ltd.,5444,XTKS,Iron/Steel
Yamaura Corp.,1780,XTKS,Construction
Yamaya Corp.,9994,XTKS,Food Retail
Yamazaki Baking Co. Ltd.,2212,XTKS,Food Products
Yamazawa Co. Ltd.,9993,XTKS,Food Retail
Yamazen Corp.,8051,XTKS,Wholesalers
Yaoko Co. Ltd.,8279,XTKS,Food Retail
Yappli Inc.,4168,XTKS,Software
Yashima & Co. Ltd.,7677,XTKS,Wholesalers
Yashima Denki Co. Ltd.,3153,XTKS,Precision Products
Yaskawa Electric Corp.,6506,XTKS,Precision Products
Yasuda Logistics Corp.,9324,XTKS,Transportation Services
Yasuhara Chemical Co. Ltd.,4957,XTKS,Chemicals
Yasunaga Corp.,7271,XTKS,Industrial Products
YE Digital Corp.,2354,XTKS,Software
Yellow Hat Ltd. (9882),9882,XTKS,Specialty Retail
Ymirlink Inc.,4372,XTKS,Software
Yodogawa Steel Works Ltd.,5451,XTKS,Iron/Steel
Yokogawa Bridge Holdings Corp.,5911,XTKS,Construction
Yokogawa Electric Corp.,6841,XTKS,Precision Products
Yokohama Rubber Co. Ltd.,5101,XTKS,Tires
Yokorei Co. Ltd.,2874,XTKS,Food Products
Yokowo Co. Ltd.,6800,XTKS,Diversified Holding Companies
Yomeishu Seizo Co. Ltd.,2540,XTKS,Alcoholic Beverages/Drinks
Yondenko Corp.,1939,XTKS,Construction
Yondoshi Holdings Inc.,8008,XTKS,Clothing Retail
Yonex Co. Ltd.,7906,XTKS,Sports Goods
Yorozu Corp.,7294,XTKS,Motor Vehicle Parts
Yoshimura Food Holdings KK,2884,XTKS,Food Products
Yoshinoya Holdings Co. Ltd.,9861,XTKS,Restaurants
Yossix Holdings Co. Ltd.,3221,XTKS,Restaurants
Yotai Refractories Co. Ltd.,5357,XTKS,Industrial Products
Youji Corp.,2152,XJAS,Consumer Services
YRGLM Inc.,3690,XTKS,Software
